200371N,C+,2.3
200372T,C,2.0
200373X,A,4.0
200374C,B+,3.3
200375F,A,4.0
200376J,B,3.0
200377M,A,4.0
200378R,B-,2.7
200379V,C+,2.3
200380P,B,3.0
200381U,A+,4.2
200382A,B,3.0
200383D,B-,2.7
200384G,A,4.0
200385K,B+,3.3
200386N,B+,3.3
200387T,B+,3.3
200388X,B,3.0
200389C,A,4.0
200390V,A-,3.7
200391B,A,4.0
200392E,A,4.0
200393H,B+,3.3
200394L,A,4.0
200395P,A,4.0
200396U,A+,4.2
200397A,A,4.0
200398D,A,4.0
200399G,A,4.0
200400F,A,4.0
200401J,A,4.0
200402M,C-,1.7
200403R,C+,2.3
200404V,A,4.0
200405B,A,4.0
200406E,B+,3.3
200407H,A,4.0
200408L,B,3.0
200409P,A,4.0
200410K,B+,3.3
200411N,A,4.0
200412T,C+,2.3
200413X,A,4.0
200414C,A,4.0
200415F,B,3.0
200416J,A-,3.7
200417M,A,4.0
200418R,A,4.0
200419V,C+,2.3
200420P,B,3.0
200421U,A+,4.2
200422A,A+,4.2
200423D,B-,2.7
200424G,A-,3.7
200425K,A-,3.7
200426N,A,4.0
200427T,C-,1.7
200428X,B-,2.7
200429C,F,0
200430V,B,3.0
200431B,A,4.0
200432E,A,4.0
200433H,B-,2.7
200434L,B+,3.3
200435P,A-,3.7
200436U,A-,3.7
200437A,B+,3.3
200438D,B,3.0
200439G,A,4.0
200440C,A-,3.7
200441F,A,4.0
200442J,B,3.0
200443M,C+,2.3
200444R,A-,3.7
200445V,A+,4.2
200446B,C+,2.3
200447E,A,4.0
200448H,B+,3.3
200449L,A,4.0
200450G,A,4.0
200451K,A-,3.7
200452N,A-,3.7
200453T,B-,2.7
200454X,C,2.0
200455C,A,4.0
200456F,C+,2.3
200457J,A,4.0
200458M,A,4.0
200459R,A-,3.7
200460L,A+,4.2
200461P,F,0
200462U,A-,3.7
200463A,B,3.0
200464D,B-,2.7
200465G,B,3.0
200466K,A-,3.7
200467N,B-,2.7
200468T,B,3.0
200469X,B,3.0
200470R,A,4.0
200471V,C+,2.3
200472B,A,4.0
200473E,A+,4.2
200474H,B,3.0
200475L,A-,3.7
200476P,A+,4.2
200477U,A,4.0
200478A,A-,3.7
200479D,A,4.0
200480X,A,4.0
200481C,B+,3.3
200482F,A+,4.2
200483J,A,4.0
200484M,A,4.0
200485R,B+,3.3
200486V,B,3.0
200487B,A+,4.2
200488E,A,4.0
200489H,A,4.0
200490D,A,4.0
200491G,B,3.0
200492K,B+,3.3
200493N,B,3.0
200494T,B+,3.3
200495X,A,4.0
200496C,A-,3.7
200497F,A,4.0
200498J,B-,2.7
200499M,A,4.0
200500L,A,4.0
200501P,A,4.0
200502U,A,4.0
200503A,B+,3.3
200504D,A-,3.7
200505G,B+,3.3
200506K,A+,4.2
200507N,A+,4.2
200508T,B+,3.3
200509X,A,4.0
200510R,B+,3.3
200511V,A,4.0
200512B,A,4.0
200513E,B,3.0
200514H,B+,3.3
200515L,B,3.0
200516P,A,4.0
200517U,A+,4.2
200518A,A+,4.2
200519D,A,4.0
200520X,A,4.0
200521C,A-,3.7
200522F,A,4.0
200523J,A,4.0
200524M,A,4.0
200525R,A+,4.2
200526V,B-,2.7
200527B,A,4.0
200528E,A-,3.7
200529H,A+,4.2
200530D,A-,3.7
200531G,A,4.0
200532K,A,4.0
200533N,C+,2.3
200534T,I-we,0
200535X,B,3.0
200536C,A,4.0
200537F,A,4.0
200538J,A-,3.7
200539M,B+,3.3
200540H,B,3.0
200541L,A-,3.7
200542P,B-,2.7
200543U,A+,4.2
200544A,B,3.0
200545D,B,3.0
200546G,A,4.0
200547K,B+,3.3
200548N,B+,3.3
200549T,B,3.0
200550M,B,3.0
200551R,A,4.0
200552V,A,4.0
200553B,A-,3.7
200554E,B,3.0
200555H,A,4.0
200556L,A,4.0
200557P,B+,3.3
200558U,A,4.0
200559A,A-,3.7
200560T,A-,3.7
200561X,B-,2.7
200562C,B,3.0
200563F,B+,3.3
200564J,B+,3.3
200565M,B-,2.7
200566R,B+,3.3
200567V,B,3.0
200568B,B,3.0
200569E,A,4.0
200570A,A+,4.2
200571D,A-,3.7
200572G,B+,3.3
200573K,B+,3.3
200574N,A-,3.7
200575T,A,4.0
200576X,B-,2.7
200577C,A-,3.7
200578F,A-,3.7
200579J,C+,2.3
200580E,B+,3.3
200581H,B,3.0
200582L,A,4.0
200583P,B,3.0
200584U,B,3.0
200585A,B,3.0
200586D,B,3.0
200587G,B+,3.3
200588K,A,4.0
200589N,A-,3.7
200590J,A+,4.2
200591M,A-,3.7
200592R,B+,3.3
200593V,I-we,0
200594B,B-,2.7
200595E,A,4.0
200596H,A,4.0
200597L,C-,1.7
200598P,C-,1.7
200599U,A-,3.7
200600T,B+,3.3
200601X,A+,4.2
200602C,B-,2.7
200603F,B+,3.3
200604J,B+,3.3
200605M,A,4.0
200606R,B,3.0
200607V,A,4.0
200608B,B+,3.3
200609E,I-we,0
200610A,A-,3.7
200611D,A,4.0
200612G,B+,3.3
200613K,C+,2.3
200614N,B+,3.3
200615T,B+,3.3
200616X,B+,3.3
200617C,A,4.0
200618F,B+,3.3
200619J,B+,3.3
200620E,I-we,0
200621H,B,3.0
200622L,B+,3.3
200623P,A,4.0
200624U,C+,2.3
200625A,B-,2.7
200626D,A-,3.7
200627G,A-,3.7
200628K,B+,3.3
200629N,A,4.0
200630J,C+,2.3
200631M,B+,3.3
200632R,A,4.0
200633V,B+,3.3
200634B,B+,3.3
200635E,A,4.0
200636H,A-,3.7
200637L,A-,3.7
200638P,A-,3.7
200639U,A-,3.7
200640N,A,4.0
200641T,A,4.0
200642X,B-,2.7
200643C,B+,3.3
200644F,A,4.0
200645J,A,4.0
200646M,A,4.0
200647R,A+,4.2
200648V,B+,3.3
200649B,B+,3.3
200650U,A,4.0
200651A,B+,3.3
200652D,A+,4.2
200653G,B-,2.7
200654K,A,4.0
200655N,A+,4.2
200656T,B+,3.3
200657X,A-,3.7
200658C,B-,2.7
200659F,C+,2.3
200660B,B+,3.3
200661E,B,3.0
200662H,A,4.0
200663L,B+,3.3
200664P,A+,4.2
200665U,A-,3.7
200666A,B+,3.3
200667D,C+,2.3
200668G,A,4.0
200669K,B,3.0
200670F,B,3.0
200671J,A-,3.7
200672M,A,4.0
200673R,B-,2.7
200674V,C+,2.3
200675B,B-,2.7
200676E,B,3.0
200677H,B+,3.3
200678L,A,4.0
200679P,A-,3.7
200680K,B,3.0
200681N,A-,3.7
200682T,A,4.0
200683X,A,4.0
200684C,B+,3.3
200685F,A,4.0
200686J,A,4.0
200687M,A,4.0
200688R,B+,3.3
200689V,B,3.0
200690P,B-,2.7
200691U,A,4.0
200692A,C+,2.3
200693D,A,4.0
200694G,A,4.0
200695K,B+,3.3
200696N,A,4.0
200697T,B,3.0
200698X,A,4.0
200699C,A+,4.2
200700B,A,4.0
200701E,C+,2.3
200702H,A,4.0
200703L,B-,2.7
200704P,C+,2.3
200705U,B,3.0
200706A,B,3.0
200707D,A,4.0
200708G,A,4.0
200709K,A,4.0
200710F,A,4.0
200711J,B,3.0
200712M,A+,4.2
200713R,A-,3.7
200714V,B+,3.3
200715B,B-,2.7
200716E,B,3.0
200717H,A-,3.7
200718L,A,4.0
200719P,A-,3.7
200720K,C+,2.3
200721N,B+,3.3
200722T,A,4.0
200723X,A-,3.7
200724C,C+,2.3
200725F,A+,4.2
200726J,A-,3.7
200727M,A,4.0
200728R,A+,4.2
200729V,A,4.0
200730P,B-,2.7
200731U,B+,3.3
200732A,A,4.0
200733D,A,4.0
200734G,A,4.0
200735K,A-,3.7
200736N,B-,2.7
200737T,A-,3.7
200738X,B+,3.3
200739C,B+,3.3
200740V,A,4.0
200741B,B+,3.3
200742E,A,4.0
200743H,A,4.0
200744L,B,3.0
200745P,A,4.0
200746U,A-,3.7
200747A,C,2.0
200748D,A-,3.7
200749G,A,4.0
200750C,A-,3.7
200751F,A,4.0
200752J,C+,2.3
200753M,C+,2.3
200754R,F,0
200755V,A-,3.7
200756B,A,4.0
200757E,A-,3.7
200758H,B,3.0
200759L,B+,3.3
200760G,B-,2.7
200761K,B-,2.7
200762N,I-we,0
200763T,A-,3.7
200764X,B-,2.7
200765C,A-,3.7
200766F,B+,3.3
200767J,B,3.0
200768M,B,3.0
200801K,I-we,0
200802N,C,2.0
200803T,I-we,0
200804X,B-,2.7
200805C,A-,3.7
200806F,B-,2.7
200807J,C,2.0
200808M,I-we,0
200809R,B+,3.3
200810L,B-,2.7
200811P,I-we,0
200812U,C,2.0
200813A,C,2.0
200814D,A-,3.7
200815G,C-,1.7
200816K,C+,2.3
200817N,I-we,0
200818T,A,4.0
200819X,I-we,0
200820R,B-,2.7
200821V,C+,2.3
200822B,C,2.0
200823E,I-we,0
200824H,B-,2.7
200825L,B,3.0
200826P,B,3.0
200827U,B+,3.3
200828A,B+,3.3
200829D,C+,2.3
200830X,B+,3.3
200831C,I-we,0
200832F,C,2.0
200833J,A-,3.7
200834M,B,3.0
200835R,B-,2.7
200836V,A-,3.7
200837B,B,3.0
200838E,F,0
200839H,C-,1.7
200840D,B,3.0
200841G,A-,3.7
200842K,C,2.0
200843N,B+,3.3
200844T,C,2.0
200845X,C+,2.3
200846C,B,3.0
200847F,B-,2.7
200848J,B-,2.7
200849M,B-,2.7
200850H,A-,3.7
200851L,C-,1.7
200852P,A-,3.7
200853U,C,2.0
200854A,I-we,0
200855D,I-we,0
200856G,I-we,0
200857K,B,3.0
200858N,I-we,0
200859T,B,3.0
200860M,C+,2.3
200861R,B-,2.7
200862V,B+,3.3
200863B,I-we,0
200864E,B-,2.7
200865H,A,4.0
200866L,B-,2.7
200868U,B-,2.7
200869A,I-we,0
200870T,C-,1.7
201001P,B,3.0
201002U,B+,3.3
201003A,B+,3.3
201004D,C,2.0
201005G,C-,1.7
201006K,I-we,0
201007N,B,3.0
201008T,C+,2.3
201009X,B,3.0
201010R,B,3.0
201011V,C+,2.3
201012B,C+,2.3
201013E,C-,1.7
201014H,B-,2.7
201015L,C+,2.3
201016P,B,3.0
201017U,B+,3.3
201018A,B-,2.7
201019D,C,2.0
201020X,B-,2.7
201021C,C,2.0
201022F,C,2.0
201023J,I-we,0
201024M,B+,3.3
201025R,I-we,0
201026V,B,3.0
201027B,C-,1.7
201028E,I-we,0
201029H,C+,2.3
201030D,C,2.0
201031G,C,2.0
201032K,B,3.0
201033N,C,2.0
201034T,C,2.0
201035X,I-we,0
201036C,C+,2.3
201037F,C+,2.3
201038J,I-we,0
201039M,B-,2.7
201040H,C+,2.3
201041L,C-,1.7
201042P,D,1.0
201043U,B-,2.7
201044A,C+,2.3
201045D,B-,2.7
201046G,A,4.0
201047K,C,2.0
201048N,A,4.0
201049T,B,3.0
201050M,C+,2.3
201051R,I-we,0
201052V,C,2.0
201053B,C+,2.3
201054E,B+,3.3
201055H,C+,2.3
201056L,I-we,0
201057P,B-,2.7
201058U,C,2.0
201059A,C,2.0
201060T,B-,2.7
201061X,C-,1.7
201062C,B+,3.3
201063F,C,2.0
201064J,A,4.0
201065M,B+,3.3
201066R,A-,3.7
201067V,D,1.0
201068B,I-we,0
201069E,B,3.0
201070A,B-,2.7
201071D,C,2.0
201072G,I-we,0
201073K,C+,2.3
201074N,B+,3.3
201075T,B,3.0
201076X,I-we,0
201077C,C+,2.3
201078F,B,3.0
201079J,I-we,0
201080E,C-,1.7
201081H,C+,2.3
201082L,B+,3.3
201083P,C-,1.7
201084U,I-we,0
201085A,B+,3.3
201086D,B-,2.7
201087G,A-,3.7
201088K,C,2.0
201089N,C-,1.7
201090J,F,0
201091M,I-we,0
201092R,C-,1.7
201093V,B,3.0
